"Number of confirmed, probable and suspected Ebola cases in the last 21 days","Proportion of confirmed, probable and suspected Ebola cases that are from the last 7 days",Proportion of suspected Ebola deaths that are from the last 21 days,Number of confirmed Ebola cases in the last 7 days,Number of probable Ebola deaths in the last 21 days,Cumulative number of suspected Ebola deaths,"Number of confirmed, probable and suspected Ebola deaths in the last 21 days",Proportion of probable Ebola cases that are from the last 7 days,Number of suspected Ebola cases in the last 21 days,Proportion of probable Ebola deaths that are from the last 21 days,"Case fatality rate (CFR) of confirmed, probable and suspected Ebola cases",Cumulative number of confirmed Ebola cases,Proportion of suspected Ebola cases that are from the last 21 days,Cumulative number of suspected Ebola cases,Number of confirmed Ebola cases in the last 21 days,Case fatality rate (CFR) of suspected Ebola cases,Cumulative number of confirmed Ebola deaths,Proportion of probable Ebola cases that are from the last 21 days,Number of confirmed Ebola deaths in the last 21 days,Proportion of confirmed Ebola cases that are from the last 7 days,"Proportion of confirmed, probable and suspected Ebola cases that are from the last 21 days","Cumulative number of confirmed, probable and suspected Ebola deaths","Proportion of confirmed, probable and suspected Ebola deaths that are from the last 21 days",Proportion of suspected Ebola cases that are from the last 7 days,"Number of confirmed, probable and suspected Ebola cases in the last 7 days",Cumulative number of probable Ebola cases,Number of probable Ebola cases in the last 21 days,Number of suspected Ebola cases in the last 7 days,Proportion of confirmed Ebola deaths that are from the last 21 days,Cumulative number of probable Ebola deaths,Case fatality rate (CFR) of confirmed Ebola cases,Proportion of confirmed Ebola cases that are from the last 21 days,"Cumulative number of confirmed, probable and suspected Ebola cases",Case fatality rate (CFR) of probable Ebola cases,Number of probable Ebola cases in the last 7 days,Number of suspected Ebola deaths in the last 21 days,Country,Date,UID
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,07-07-2015,Senegal2015-07-07
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,07-07-2015,Spain2015-07-07
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,07-07-2015,United States of America2015-07-07
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,08-07-2015,Liberia2015-07-08
25,0,0,0,0,158,0,0,0,0,0,8674,0,4194,25,0,3574,0,0,0,0,3940,0,0,0,287,0,0,0,208,0,0,13155,0,0,0,Sierra Leone,08-07-2015,Sierra Leone2015-07-08
42,0,0,0,0,0,0,0,0,0,0,3287,0,11,42,0,2049,0,0,0,0,2499,0,0,0,450,0,0,0,450,0,0,3748,0,0,0,Guinea,08-07-2015,Guinea2015-07-08
4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,Liberia 2,08-07-2015,Liberia 22015-07-08
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,08-07-2015,Italy2015-07-08
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,08-07-2015,United Kingdom2015-07-08
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,08-07-2015,Mali2015-07-08
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,08-07-2015,Nigeria2015-07-08
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,08-07-2015,Senegal2015-07-08
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,08-07-2015,Spain2015-07-08
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,08-07-2015,United States of America2015-07-08
0,0,0,0,0,0,0,0,0,0,0,3290,0,4,0,0,2055,0,0,0,0,2505,0,0,0,450,0,0,0,450,0,0,3744,0,0,0,Guinea,09-07-2015,Guinea2015-07-09
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,09-07-2015,Liberia2015-07-09
0,0,0,0,0,158,0,0,0,0,0,8675,0,4207,0,0,3575,0,0,0,0,3941,0,0,0,287,0,0,0,208,0,0,13169,0,0,0,Sierra Leone,09-07-2015,Sierra Leone2015-07-09
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,Liberia 2,09-07-2015,Liberia 22015-07-09
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,09-07-2015,Italy2015-07-09
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,09-07-2015,United Kingdom2015-07-09
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,09-07-2015,Mali2015-07-09
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,09-07-2015,Nigeria2015-07-09
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,09-07-2015,Senegal2015-07-09
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,09-07-2015,Spain2015-07-09
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,09-07-2015,United States of America2015-07-09
0,0,0,0,0,0,0,0,0,0,0,3293,0,8,0,0,2055,0,0,0,0,2505,0,0,0,450,0,0,0,450,0,0,3751,0,0,0,Guinea,10-07-2015,Guinea2015-07-10
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,10-07-2015,Liberia2015-07-10
0,0,0,0,0,158,0,0,0,0,0,8676,0,4214,0,0,3575,0,0,0,0,3941,0,0,0,287,0,0,0,208,0,0,13177,0,0,0,Sierra Leone,10-07-2015,Sierra Leone2015-07-10
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,Liberia 2,10-07-2015,Liberia 22015-07-10
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,10-07-2015,Italy2015-07-10
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,10-07-2015,United Kingdom2015-07-10
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,10-07-2015,Mali2015-07-10
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,10-07-2015,Nigeria2015-07-10
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,10-07-2015,Senegal2015-07-10
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,10-07-2015,Spain2015-07-10
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,10-07-2015,United States of America2015-07-10
0,0,0,0,0,0,0,0,0,0,0,3299,0,5,0,0,2056,0,0,0,0,2506,0,0,0,450,0,0,0,450,0,0,3754,0,0,0,Guinea,13-07-2015,Guinea2015-07-13
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,13-07-2015,Liberia2015-07-13
0,0,0,0,0,158,0,0,0,0,0,8687,0,4227,0,0,3580,0,0,0,0,3946,0,0,0,287,0,0,0,208,0,0,13201,0,0,0,Sierra Leone,13-07-2015,Sierra Leone2015-07-13
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,Liberia 2,13-07-2015,Liberia 22015-07-13
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,13-07-2015,Italy2015-07-13
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,13-07-2015,United Kingdom2015-07-13
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,13-07-2015,Mali2015-07-13
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,13-07-2015,Nigeria2015-07-13
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,13-07-2015,Senegal2015-07-13
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,13-07-2015,Spain2015-07-13
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,13-07-2015,United States of America2015-07-13
0,0,0,0,0,0,0,0,0,0,0,3300,0,10,0,0,2056,0,0,0,0,2506,0,0,0,450,0,0,0,450,0,0,3760,0,0,0,Guinea,14-07-2015,Guinea2015-07-14
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,14-07-2015,Liberia2015-07-14
0,0,0,0,0,158,0,0,0,0,0,8688,0,4234,0,0,3581,0,0,0,0,3947,0,0,0,287,0,0,0,208,0,0,13209,0,0,0,Sierra Leone,14-07-2015,Sierra Leone2015-07-14
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,7,0,0,0,Liberia 2,14-07-2015,Liberia 22015-07-14
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,14-07-2015,Italy2015-07-14
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,14-07-2015,United Kingdom2015-07-14
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,14-07-2015,Mali2015-07-14
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,14-07-2015,Nigeria2015-07-14
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,14-07-2015,Senegal2015-07-14
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,14-07-2015,Spain2015-07-14
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,14-07-2015,United States of America2015-07-14
31,0,0,0,0,158,0,0,0,0,0,8688,0,4234,31,0,3581,0,0,0,0,3947,0,0,0,287,0,0,0,208,0,0,13209,0,0,0,Sierra Leone,15-07-2015,Sierra Leone2015-07-15
43,0,0,0,0,0,0,0,0,0,0,3300,0,10,43,0,2056,0,0,0,0,2506,0,0,0,450,0,0,0,450,0,0,3760,0,0,0,Guinea,15-07-2015,Guinea2015-07-15
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,15-07-2015,Liberia2015-07-15
7,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,7,0,0,0,Liberia 2,15-07-2015,Liberia 22015-07-15
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,15-07-2015,Italy2015-07-15
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,15-07-2015,United Kingdom2015-07-15
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,15-07-2015,Mali2015-07-15
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,15-07-2015,Nigeria2015-07-15
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,15-07-2015,Senegal2015-07-15
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,15-07-2015,Spain2015-07-15
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,15-07-2015,United States of America2015-07-15
0,0,0,0,0,0,0,0,0,0,0,3304,0,8,0,0,2056,0,0,0,0,2506,0,0,0,450,0,0,0,450,0,0,3762,0,0,0,Guinea,16-07-2015,Guinea2015-07-16
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,16-07-2015,Liberia2015-07-16
0,0,0,0,0,158,0,0,0,0,0,8688,0,4234,0,0,3581,0,0,0,0,3947,0,0,0,287,0,0,0,208,0,0,13209,0,0,0,Sierra Leone,16-07-2015,Sierra Leone2015-07-16
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Liberia 2,16-07-2015,Liberia 22015-07-16
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,16-07-2015,Italy2015-07-16
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,16-07-2015,United Kingdom2015-07-16
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,16-07-2015,Mali2015-07-16
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,16-07-2015,Nigeria2015-07-16
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,16-07-2015,Senegal2015-07-16
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,16-07-2015,Spain2015-07-16
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,16-07-2015,United States of America2015-07-16
0,0,0,0,0,0,0,0,0,0,0,3310,0,10,0,0,2059,0,0,0,0,2509,0,0,0,450,0,0,0,450,0,0,3770,0,0,0,Guinea,17-07-2015,Guinea2015-07-17
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,17-07-2015,Liberia2015-07-17
0,0,0,0,0,158,0,0,0,0,0,8688,0,4234,0,0,3581,0,0,0,0,3947,0,0,0,287,0,0,0,208,0,0,13209,0,0,0,Sierra Leone,17-07-2015,Sierra Leone2015-07-17
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,7,0,0,0,Liberia 2,17-07-2015,Liberia 22015-07-17
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,17-07-2015,Italy2015-07-17
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,17-07-2015,United Kingdom2015-07-17
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,17-07-2015,Mali2015-07-17
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,17-07-2015,Nigeria2015-07-17
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,17-07-2015,Senegal2015-07-17
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,17-07-2015,Spain2015-07-17
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,17-07-2015,United States of America2015-07-17
0,0,0,0,0,0,0,0,0,0,0,3322,0,12,0,0,2061,0,0,0,0,2511,0,0,0,450,0,0,0,450,0,0,3784,0,0,0,Guinea,20-07-2015,Guinea2015-07-20
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,20-07-2015,Liberia2015-07-20
0,0,0,0,0,158,0,0,0,0,0,8692,0,4262,0,0,3583,0,0,0,0,3949,0,0,0,287,0,0,0,208,0,0,13241,0,0,0,Sierra Leone,20-07-2015,Sierra Leone2015-07-20
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,7,0,0,0,Liberia 2,20-07-2015,Liberia 22015-07-20
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,20-07-2015,Italy2015-07-20
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,20-07-2015,United Kingdom2015-07-20
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,20-07-2015,Mali2015-07-20
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,20-07-2015,Nigeria2015-07-20
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,20-07-2015,Senegal2015-07-20
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,20-07-2015,Spain2015-07-20
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,20-07-2015,United States of America2015-07-20
0,0,0,0,0,0,0,0,0,0,0,3322,0,11,0,0,2062,0,0,0,0,2512,0,0,0,450,0,0,0,450,0,0,3783,0,0,0,Guinea,21-07-2015,Guinea2015-07-21
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,21-07-2015,Liberia2015-07-21
0,0,0,0,0,158,0,0,0,0,0,8692,0,4271,0,0,3583,0,0,0,0,3949,0,0,0,287,0,0,0,208,0,0,13250,0,0,0,Sierra Leone,21-07-2015,Sierra Leone2015-07-21
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,7,0,0,0,Liberia 2,21-07-2015,Liberia 22015-07-21
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,21-07-2015,Italy2015-07-21
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,21-07-2015,United Kingdom2015-07-21
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,21-07-2015,Mali2015-07-21
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,21-07-2015,Nigeria2015-07-21
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,21-07-2015,Senegal2015-07-21
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,21-07-2015,Spain2015-07-21
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,21-07-2015,United States of America2015-07-21
53,0,0,0,0,0,0,0,0,0,0,3322,0,11,53,0,2062,0,0,0,0,2512,0,0,0,450,0,0,0,450,0,0,3783,0,0,0,Guinea,22-07-2015,Guinea2015-07-22
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,22-07-2015,Liberia2015-07-22
27,0,0,0,0,158,0,0,0,0,0,8692,0,4271,27,0,3583,0,0,0,0,3949,0,0,0,287,0,0,0,208,0,0,13250,0,0,0,Sierra Leone,22-07-2015,Sierra Leone2015-07-22
6,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Liberia 2,22-07-2015,Liberia 22015-07-22
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,22-07-2015,Italy2015-07-22
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,22-07-2015,United Kingdom2015-07-22
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,22-07-2015,Mali2015-07-22
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,22-07-2015,Nigeria2015-07-22
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,22-07-2015,Senegal2015-07-22
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,22-07-2015,Spain2015-07-22
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,22-07-2015,United States of America2015-07-22
0,0,0,0,0,0,0,0,0,0,0,3325,0,13,0,0,2066,0,0,0,0,2516,0,0,0,450,0,0,0,450,0,0,3788,0,0,0,Guinea,23-07-2015,Guinea2015-07-23
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,23-07-2015,Liberia2015-07-23
0,0,0,0,0,158,0,0,0,0,0,8693,0,4282,0,0,3583,0,0,0,0,3949,0,0,0,287,0,0,0,208,0,0,13262,0,0,0,Sierra Leone,23-07-2015,Sierra Leone2015-07-23
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,7,0,0,0,Liberia 2,23-07-2015,Liberia 22015-07-23
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,23-07-2015,Italy2015-07-23
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,23-07-2015,United Kingdom2015-07-23
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,23-07-2015,Mali2015-07-23
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,23-07-2015,Nigeria2015-07-23
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,23-07-2015,Senegal2015-07-23
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,23-07-2015,Spain2015-07-23
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,23-07-2015,United States of America2015-07-23
